item,freq
5,126
8,115
7,112
4,111
6,111
9,82
10,55
11,53
3,52
12,34
14,23
2,18
13,17
15,16
16,15
17,14
18,10
20,9
24,7
21,5
19,4
26,4
22,3
27,2
1,2
23,2
37,1
29,1
35,1
