item,freq
询问额度,79
询问身份或来意,77
询问公司名称或地址,58
是否上征信,57
解释省呗,55
提交材料,53
客户提意见,53
客服不专业,52
私人信息,43
询问如何还款,36
征信差或无资产,34
询问贷款现金,31
是否真实,29
审核时间,29
公司优势,28
询问是否安全,25
合作银行,24
考虑,20
询问贷款速度,18
询问手续费,17
询问分期,17
询问信息来源,17
询问利率,16
是否机器人,15
软件怎么下载,15
询问联系方式,15
询问利息,15
询问客服名字,13
额度是否循环,12
解释信用贷款,7
已有贷款,7
询问抵押,6
已在使用,5
信用卡数量限制,5
爱国爱党,4
解释厘,4
贷款速度快,4
